Identifiant,Titre,Latitude,Longitude,Prix nuitee,Commune,Departement,Type de propriete,Id. type de logement,Type de logement,Capacite d'accueil,Nombre de salles de bain,Nombre de chambres,Nombre de lits,Type de lit,Cuisine,Internet,Television,Produits de base,Shampooing,Chauffage,Climatisation,Machine a laver,Seche-linge,Parking gratuit sur place,Internet sans fil,Television par cable,Petit dejeuner,Animaux acceptes,Pour familles/enfants,Adapte aux evenements,Logement fumeur,Acces handicapes,Ascenseur,Cheminee d'interieur,Interphone,Portier,Piscine,Jacuzzi,Salle de sport,Entree dans les lieux 24h/24,Cintres,Fer a repasser,Seche-cheveux,Espace de travail pour ordinateur,Detecteur de fumee,Detecteur de monoxyde,Kit de premiers secours,Fiche securite,Extincteur,Porte de la chambre avec verrou,Reduction a la semaine,Reduction au mois,Surcout par voyageur supplementaire,Frais de menage,Caution,Duree minimale du sejour,Animal sur place,Conditions d'annulation,Disponible
6796723,<!-- react-text: 236 -->Appartement T3 Bord de mer<!-- /react-text -->,43.2405288336755,5.3680407577917,85,MARSEILLE,13,Appartement,3,Logement entier,5,1,2,2,,X,X,X,X,,X,X,,,X,X,X,,X,X,,,,,,X,,,,,X,X,X,,X,X,,,,,,0,0,0,0,300,2,,,True
6803858,LE PHARO  -  VIEUX PORT   37m2,43.2911027894843,5.37107800196508,59,MARSEILLE,13,Appartement,3,Logement entier,3,1,0,2,Vrai lit,X,X,X,X,,X,,,,,X,X,X,,,,,,,,X,,,,,X,X,X,X,X,X,,X,X,,,0,0,15,15,0,2,,,True
6806556,<!-- react-text: 193 -->Superbe Duplex en plein centre de Marseille!!!<!-- /react-text -->,43.2921778634095,5.38072505651427,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,Vrai lit,X,X,X,,,X,X,X,,,X,,,X,X,,,,,,X,,,,,,X,X,X,,X,,,,X,,18,18,25,25,0,1,,,True
6809824,<!-- react-text: 236 -->magnifique studio neuf  vieux port<!-- /react-text -->,43.2922819582954,5.37245987083003,45,MARSEILLE,13,Appartement,3,Logement entier,2,1,0,1,Vrai lit,X,X,X,X,,,,,,,X,X,,X,,,,,,,X,,,,,,,,,,,,,,,,0,0,10,15,100,1,,,True
6814106,<!-- react-text: 193 -->MER - TENNIS - CLIMATISE<!-- /react-text -->,43.2702275744725,5.3808205036365,119,MARSEILLE,13,Appartement,3,Logement entier,5,2,2,3,,X,X,X,X,,X,X,X,,X,X,X,,,X,,,,,,X,X,X,,,X,X,X,X,X,X,X,X,X,,,0,0,18,40,1500,1,,,True
6816467,T3 Residence 70m²Climatise + 10m²,43.2876516191609,5.38349985918404,65,MARSEILLE,13,Appartement,3,Logement entier,6,1,2,2,,X,,,X,,X,X,X,X,,,,,,X,,,X,X,,X,,,,,,X,X,X,X,X,X,X,X,,,0,0,6,0,500,2,,Strictes,True
6816594,<!-- react-text: 236 -->T1 calme &lumineux Marseille centre<!-- /react-text -->,43.2926480607882,5.38925477342522,45,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,3,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,17,17,0,20,150,2,,,True
6818340,<!-- react-text: 193 -->La Demeure du Panier - Loft n°1<!-- /react-text -->,43.2964313804077,5.36868430222081,250,MARSEILLE,13,Maison de ville,3,Logement entier,2,1,1,1,Vrai lit,X,X,X,X,,X,,X,,,,,X,,,,,,,X,X,,,,X,,,,,,X,,,,,,25,25,0,0,0,1,,,True
6819054,Studio cosy a Marseille Prado,43.2703122279627,5.39061752078334,39,MARSEILLE,13,Appartement,3,Logement entier,4,1,0,0,,X,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,10,0,10,6,0,2,,,False
6819977,<!-- react-text: 236 -->T2  tres proche du vieux  port<!-- /react-text -->,43.2959100962753,5.36590366279741,65,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,4,,X,X,X,X,,X,X,,,,X,,,,X,,,,X,,X,,,,,,X,X,,X,X,,,,,,10,10,0,0,0,3,,,True
6819987,Charmant appartement vue mer,43.2873042203833,5.35555658611963,65,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,X,X,X,,X,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,0,0,0,3,,,False
6825334,Mer et calanques Duplex  2 chambres,43.2328565709131,5.36455632182193,72,MARSEILLE,13,Maison,3,Logement entier,5,1,2,3,,X,,X,X,,X,,X,,X,X,,,,X,,,,,,,,,,,X,X,X,X,X,X,X,,,X,,0,0,0,0,200,7,,,True
6825687,<!-- react-text: 236 -->Un duplex sur les toits!<!-- /react-text -->,43.298079573926,5.38469750992526,195,MARSEILLE,13,Appartement,3,Logement entier,6,1,2,4,,X,X,,X,,X,X,,,,X,X,,X,X,,,,,,X,,,,,X,X,X,X,,X,,,,X,,15,15,0,0,0,2,,,True
6826720,Chambre vue sur mer a l'Estaque,43.3619472475517,5.31360237824453,35,MARSEILLE,13,Maison,2,Chambre privee,2,1,1,0,Canape,X,X,,X,,X,,X,,,X,,,X,X,,,,,,,,,,,,,,,,X,,,,,,14,40,0,30,0,1,,,True
6826997,<!-- react-text: 193 -->Blue coloc<!-- /react-text -->,43.2857310197554,5.37200168698807,25,MARSEILLE,13,Maison,2,Chambre privee,2,2,1,1,Vrai lit,X,X,,X,,X,,X,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,15,15,0,10,0,3,,,True
6827291,Maison de reve sous les pins !,43.3632859912145,5.31588888213029,70,MARSEILLE,13,Maison,3,Logement entier,6,1,3,0,,X,X,X,X,,X,,X,,X,X,,,,X,,,,,,,,,,,,,,,X,X,,,,,,15,0,0,0,0,4,Chat(s),,False
6827828,3P 60m2 - 10´ WALK FROM VELODROME,43.2634758754086,5.37620832796687,79,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,0,,X,,X,X,,X,,X,X,X,X,,,,X,,,X,X,,,,,,,X,X,X,X,X,X,X,,,,,1,0,10,40,500,2,,,False
"6828392,""<!-- react-text: 236 -->45m2: NOTRE DAME, VIEUX PORT, PLAGE,<!-- /react-text -->"",43.2869112643418,5.36342684680575,50,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,2,,X,,X,X,,,,X,,,,,,,X,,,,X,,,,,,,,X,X,X,,X,,,,,,0,0,0,0,0,5,,,True"
6830447,<!-- react-text: 193 -->Bel appartement Prado<!-- /react-text -->,43.279909976417,5.38731612325962,75,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,3,,X,X,X,X,,X,X,,,X,X,,,,X,,,X,X,,X,,,,,,,,,,X,,,,,,0,0,0,0,250,2,,,True
6830781,Appartement moderne clair agreable,43.2756025986033,5.42631119258158,45,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,X,,,,X,X,,,X,,X,X,,,,,,X,,X,,,,,,,,,,,,,,,,0,0,10,8,200,2,,,False
6831280,<!-- react-text: 236 -->2 pieces coeur Panier-Marseille<!-- /react-text -->,43.3000451961858,5.3693144310362,115,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,1,Vrai lit,X,X,X,,,X,,X,,,X,X,,,X,,,,,,X,,,,,,,,,,X,,,,,,0,0,0,45,400,2,,,True
6836340,2 pieces a 2 pas de la plage,43.2783016300934,5.39181446510131,52,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,X,,,,,X,,,,X,,,X,X,,X,,,,,,,,,X,,,,,,,21,38,20,5,300,1,,,False
6838693,<!-- react-text: 193 -->La suite Longchamp 20m2<!-- /react-text -->,43.3029463677592,5.39214494229995,38,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,1,Vrai lit,X,X,X,X,,X,,X,,,X,,,,X,,,,,,X,,,,,,,,,,X,X,X,,,,0,0,0,8,0,1,,,True
6839630,<!-- react-text: 193 -->Studio pres de la Bonne Mer<!-- /react-text -->,43.2880913366248,5.37182499184982,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,X,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,14,14,0,0,0,1,,,True
6840820,Location chambre,43.3198385886947,5.39332711626787,50,MARSEILLE,13,Appartement,2,Chambre privee,1,1,1,0,Vrai lit,X,X,X,,,X,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,14,61,0,15,0,1,,,False
6843283,<!-- react-text: 236 -->T2  VIEUX PORT- ABBAYE ST VICTOR-7e<!-- /react-text -->,43.2915394633001,5.36783522914997,90,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,,X,X,X,,,,,X,,X,,,,,,,,,X,,X,,,,,,X,,X,,X,,,,,,0,0,0,0,800,3,,,True
6843329,<!-- react-text: 193 -->Appartement T1/2 Marseille centre<!-- /react-text -->,43.2953231337509,5.38970234961115,30,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,X,X,,X,,X,,,X,,,X,,,,,,,X,,,,,,,,,X,X,,,,,,18,18,0,0,0,5,,,True
6850696,IDEAL Terrasse-Plage-Centre ville,43.2810506893873,5.39053920912213,59,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,X,X,X,,X,,X,X,,X,X,,,X,,,X,X,,X,,,,,,X,X,X,X,X,,X,,,,0,0,8,30,350,2,,,True
6850768,<!-- react-text: 193 -->Chambre calme entre mer et colline<!-- /react-text -->,43.2350194092832,5.36482717865018,35,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,1,,X,X,X,X,,,,X,,X,X,X,,,X,,,,,,X,,,,,,,,,,,,X,,,,5,5,10,0,0,1,Some pet(s),,True
6851000,<!-- react-text: 193 -->Magnifique maison avec piscine Rouc<!-- /react-text -->,43.2747906295823,5.36482376366828,220,MARSEILLE,13,Maison,3,Logement entier,8,4,4,5,,X,,X,X,,X,,X,X,,X,X,,,X,,,,,,,,X,,,,X,X,X,,X,X,,X,,,0,0,0,0,2000,2,,,True
6852844,<!-- react-text: 236 -->T3 PLEIN CENTRE BALCON SUR JARDINS<!-- /react-text -->,43.2997147675007,5.38659251892323,65,MARSEILLE,13,Appartement,3,Logement entier,7,1,2,4,,X,X,X,,,X,X,X,X,,X,,,X,X,,,,,,X,,,,,,,,X,,,,,,,,0,0,10,30,200,3,,,True
6856074,,43.2953764248687,5.39482512155287,60,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,3,,X,X,,X,,X,,X,,,X,,,X,X,,,,,,X,,,,,,,,,,,,,,,,0,0,0,0,0,3,,,True
6857031,T2 60 m2 Confort coeur de Marseille,43.3008083018537,5.396080228413,50,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,0,,X,X,X,X,,X,X,X,,,X,X,,,X,,,X,X,,X,,,,,,,,,,X,X,,X,X,,19,27,0,20,601,1,,,False
6859295,<!-- react-text: 193 -->Bel appartement central a Marseille<!-- /react-text -->,43.3003984699987,5.38668602873848,33,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,,X,,X,,,,,X,,,,,,,,,,,,,,,,X,,,X,,,,,,,10,10,5,0,0,3,,,True
6861638,<!-- react-text: 192 -->Grand Appartemt familial Velodrome<!-- /react-text -->,43.2741479758869,5.38764674355617,130,MARSEILLE,13,Appartement,3,Logement entier,8,2,4,4,,X,,X,X,,,,X,,X,X,,,,X,,,,X,,,,,,,,,,,,,,,,,,7,7,0,100,1000,6,,,True
6861844,Joli T2 renove a 300m du MUCEM,43.2974321632459,5.3652648796211,55,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,X,X,,,,X,X,,X,,,,X,,,,,,X,,,,,,,,,,X,,,,,,0,44,0,65,250,5,,,False
6862587,calme et lumineux sympa confortable,43.3623242580346,5.32114890966319,80,MARSEILLE,13,Appartement,3,Logement entier,6,1,3,0,,X,X,,,,X,,X,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,1,Chat(s),,True
6863032,Maison Climatisee Proche Vieux Port,43.2847953789955,5.375497145556,70,MARSEILLE,13,Maison,3,Logement entier,3,1,2,0,,X,X,X,X,,X,X,,,,X,,,,,,,,,,,,,,X,,X,X,X,,X,,,,,,10,30,0,35,450,5,,,False
"6864680,""<!-- react-text: 193 -->loft spacieux a 5&#x27, du Vieux Port<!-- /react-text -->"",43.2892797346283,5.37144107917549,90,MARSEILLE,13,Loft,3,Logement entier,6,15,3,3,,X,X,,X,,X,,X,,X,X,,,,,,,,,,X,,,,,,X,X,X,X,,,,X,,,10,10,0,30,200,2,,,True"
6865909,Chambre parfaite centre Marseille,43.29233320109,5.38353486281355,31,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,0,Vrai lit,X,X,,,,,,,,,X,,,,X,,,,,,,,,X,,,,,,,X,,,,,,8,0,10,10,0,1,,,False
6868200,<!-- react-text: 193 -->Balcon et 2 pieces lumineuses centre Marseille<!-- /react-text -->,43.2877469851337,5.37468890945897,51,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,X,X,,X,,X,,,X,,,,X,,,,,,,,,,,,X,X,X,X,X,,,X,,,0,0,0,40,400,3,,,True
6869612,<!-- react-text: 229 -->Appartement lumineux dans un calme<!-- /react-text -->,43.3026293321282,5.4502612225549,65,MARSEILLE,13,Appartement,3,Logement entier,3,1,2,2,,X,,,X,,X,,X,,,X,,,,X,,,,,,,,,,,,,,,,X,,X,X,X,,0,0,0,0,0,7,,,True
6871652,<!-- react-text: 193 -->IDEAL DETENTE  APPART 60 m2 ESTAQUE<!-- /react-text -->,43.3593273560071,5.31284364014092,41,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,4,,X,X,X,X,,X,,X,,X,X,,X,,X,X,,,,,X,,,,,,X,X,X,X,X,,X,X,,,10,10,12,0,650,3,,,True
6873692,<!-- react-text: 193 -->Le Jardin des facultes<!-- /react-text -->,43.2927249276554,5.40368360704596,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,1,Vrai lit,X,,,X,,X,,X,,X,X,,,,,,,,X,,,X,,,,,,,,,X,,,,,,20,20,0,0,600,14,,,True
"6873788,""Castellane, calme, terrasse, TOP!!"",43.2848863099074,5.38118561053573,75,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,,X,X,X,X,,X,,X,,,X,X,,,,,,,,,X,,,,,,X,X,X,,X,X,X,X,,,0,0,5,39,250,2,,,True"
6873936,<!-- react-text: 236 -->Spacieuse villa au calme absolu<!-- /react-text -->,43.2794034430895,5.36048729708965,210,MARSEILLE,13,Maison,3,Logement entier,7,2,4,7,,X,X,X,,,,,X,,X,X,X,,,X,,,,,X,X,,,,,,,,,,,,,,,,12,12,0,0,0,6,,,True
6878325,<!-- react-text: 236 -->Entre Mer et Colline<!-- /react-text -->,43.2407074165726,5.36334902586037,100,MARSEILLE,13,Appartement,3,Logement entier,5,1,3,3,,X,X,X,X,,X,,X,,,X,,,X,X,,,,,X,X,,,,,,,X,,,X,,,,,,0,0,0,50,1000,2,,,True
6880235,<!-- react-text: 236 -->Joli appartement pres Vieux Port/ Noailles<!-- /react-text -->,43.2978695654795,5.3841281140328,30,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,2,,X,X,X,X,,X,,X,,,X,X,,,X,,,,,,X,,,,,,X,X,X,X,X,,,X,,,11,11,0,10,0,2,,,True
6884422,<!-- react-text: 236 -->Appartement vue jardin calme<!-- /react-text -->,43.2882946817498,5.39867447170824,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,,,,,X,,X,,,X,,,,,,,,,,,,,,,X,,,,,X,,,,,,10,10,0,40,300,3,,,True
6885237,<!-- react-text: 236 -->Bel appart face au Parc<!-- /react-text -->,43.2759102561394,5.3936787203727,69,MARSEILLE,13,Appartement,3,Logement entier,5,1,2,2,,X,X,X,X,,X,,,,,X,X,,X,X,,,,X,,X,,,,,,X,X,X,,X,,,,,,23,23,15,20,500,1,,,True
6888773,<!-- react-text: 236 -->Maison avec terrasse 300 m plages<!-- /react-text -->,43.2467652581888,5.38196504487714,160,MARSEILLE,13,Maison,3,Logement entier,5,2,3,5,,X,X,X,X,,X,X,X,X,,X,,,,X,,,X,,X,X,,,,,,X,X,X,X,X,,,,,,23,23,0,50,400,1,,,True
6891283,maison au pied du garlaban,43.2940615641605,5.52616986895926,175,MARSEILLE,13,Maison,3,Logement entier,6,2,3,0,,X,X,X,,,X,X,X,,X,X,,,X,X,,,,,X,X,,X,,,,X,X,X,,X,,,,,,0,0,0,0,1000,7,,,True
6892189,studio meuble,43.3141226888874,5.41822273154193,57,MARSEILLE,13,Appartement,3,Logement entier,2,1,0,0,,X,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,7,0,0,0,0,7,,,False
6893203,<!-- react-text: 236 -->domaine prive avec vue mer<!-- /react-text -->,43.2713432602446,5.37339172441609,244,MARSEILLE,13,Maison,3,Logement entier,7,4,4,4,,X,X,X,X,,X,,X,X,X,X,X,,,,,,,,,X,,,,,,X,X,X,X,X,X,,X,,,5,5,25,80,1800,5,,,True
6893932,<!-- react-text: 236 -->Maison vue mer piscine Vallon Auffe<!-- /react-text -->,43.2832862986322,5.35004723013196,270,MARSEILLE,13,Maison,3,Logement entier,8,3,4,6,,X,X,X,X,,X,,X,,,X,,,,X,,,,,,X,,X,,,,X,X,X,X,X,,X,,X,,0,0,0,120,2000,3,,,True
6899736,DUPLEX 2 CHAMBRES METRO JOLIETTE,43.303167689734,5.36843551742178,65,MARSEILLE,13,Appartement,3,Logement entier,7,1,2,0,,X,X,X,,,X,,X,X,,X,,,X,X,,,,,,,,,,,,,,,,X,,,,,,0,39,10,0,200,3,,,False
6899944,<!-- react-text: 193 -->Cosy & confort - city center v.port<!-- /react-text -->,43.2852212251889,5.37927358620376,55,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,X,X,,X,,X,,,X,,,,X,,,,,,X,,,,,,,,,,X,,,,,,0,0,0,0,250,2,,,True
6904217,<!-- react-text: 193 -->Grande chambre lumineuse a louer .<!-- /react-text -->,43.2944058048765,5.38544130902983,18,MARSEILLE,13,Appartement,2,Chambre privee,4,1,1,3,,X,X,X,X,,X,,X,X,,X,,,,,,,,,,X,,,,,,,,X,X,,,,,,,15,15,10,5,0,1,,,True
6907855,Appartement  centre ville,43.2854782399326,5.37555805203016,74,MARSEILLE,13,Appartement,3,Logement entier,4,15,2,0,,X,X,X,X,,X,,X,X,,X,,,,X,,,,,,X,,,,,,X,X,X,X,,,,,,,0,12,10,30,470,2,,,False
6908380,<!-- react-text: 236 -->CASA 28<!-- /react-text -->,43.2506719209756,5.37836599310595,150,MARSEILLE,13,Appartement,3,Logement entier,6,1,2,3,,X,X,X,X,,X,X,X,,X,X,X,,,X,,,,,,X,,,,,X,,X,X,,X,,,,X,,10,10,0,40,500,3,,,True
6913128,<!-- react-text: 236 -->Le petit Zen et son jardin - proche Cours Julien<!-- /react-text -->,43.2926704151459,5.38852009791234,60,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,,,X,,X,,X,,,X,,,,,,,,,,,,,,,,X,X,X,,X,,X,X,,,3,3,0,30,400,2,,,True
6922515,<!-- react-text: 236 -->MARSEILLE 8EME<!-- /react-text -->,43.2699500568448,5.37627422837955,860,MARSEILLE,13,Maison,3,Logement entier,8,3,4,8,,X,X,X,,,X,,X,X,X,,X,,,X,,,,,X,X,,X,,,,,,,,X,,,,,,0,0,0,0,3000,7,,,True
6925277,Appt calme sur jardin a Vauban,43.28432066814,5.37711307536005,60,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,0,,X,,X,X,,X,,X,,,X,,,,X,,,,X,,X,,,,,,X,X,X,X,X,,X,,,,20,0,0,20,400,7,,,False
"6925880,""T2 Sud avec terasse, plein centre / 4 personnes"",43.2985079223539,5.38748208591202,35,MARSEILLE,13,Appartement en residence,3,Logement entier,4,1,1,2,,X,X,,X,,X,,X,,,X,,,X,,,,,,,X,,,,,,X,,,X,,,,,,,0,0,10,10,200,5,,,True"
6928328,<!-- react-text: 193 -->T3 Bonneveine - proximite plages<!-- /react-text -->,43.2511162188373,5.38050099635301,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,,X,X,X,X,,X,,X,,X,X,,,,X,,,,,,X,,,,,,,,,,X,,,,,,7,7,0,30,900,3,,,True
6930608,F2 dans residence de standing,43.2777134285726,5.38267411694243,50,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,X,,X,X,,X,X,,,X,,,,,,,,,X,,,,,,,,,,,,X,,X,,,,14,0,0,0,0,2,,,False
6935615,75 m2 a deux pas du Cours Julien,43.2950621289851,5.38763200086266,45,MARSEILLE,13,Appartement,3,Logement entier,2,1,2,2,,X,X,X,X,,X,,X,,,X,,,,X,,,,,,,,,,,,X,X,X,,X,,,,,,0,0,0,20,0,2,,Moderees,True
6940973,Loft au Vieux Port,43.2955547416787,5.37792778447704,75,MARSEILLE,13,Loft,3,Logement entier,4,1,1,0,,X,X,X,X,,X,X,X,,,X,,,,X,,,,,,,,,,,X,X,,X,,X,,,,,,0,0,10,40,250,1,,,False
6942086,<!-- react-text: 236 -->Maison  entre mer et colline<!-- /react-text -->,43.2343908184499,5.36241902121033,80,MARSEILLE,13,Appartement,3,Logement entier,5,1,2,3,,X,X,X,X,,X,,X,,,X,X,,X,X,,,,,,X,,,,,,,,,,X,,,X,,,10,10,0,15,300,2,,,True
6943218,Appartement Neuf 2014 T2 Marseille,43.2793619460992,5.40679334131841,40,MARSEILLE,13,Appartement,3,Logement entier,3,1,1,0,,X,X,X,X,,X,X,X,,X,X,,,,X,,,X,X,,X,,,,,,,,,,X,,,,,,5,20,0,0,300,5,,,True
6943465,Appartement- proche de La plaine,43.2888222877325,5.39038021187674,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,X,X,X,,X,,X,,,X,,,,X,,,,,,X,,,,,,,,,,X,,,,,,0,0,0,0,0,1,,,True
6945712,<!-- react-text: 193 -->Le richelieu<!-- /react-text -->,43.2831948431389,5.35687923501999,65,MARSEILLE,13,Autre,3,Logement entier,4,1,2,2,,X,X,X,X,,X,X,X,,X,X,X,,,X,,,X,X,,X,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,True
6948010,<!-- react-text: 236 -->Appartement 110m2 avec terrasse<!-- /react-text -->,43.2857994030661,5.3745009463999,130,MARSEILLE,13,Appartement,3,Logement entier,5,1,2,3,,X,,,X,,X,X,X,,,X,X,,,X,,,,X,,,,,,,,,,,,X,,X,,,,5,5,0,50,1500,5,,,True
6948328,Vue Mer,43.2496312616187,5.37770025297082,80,MARSEILLE,13,Appartement,3,Logement entier,6,1,2,0,,X,,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,10,30,15,40,1001,2,,,False
6951651,Super T3,43.2906078141287,5.35727801761683,110,MARSEILLE,13,Appartement,3,Logement entier,5,1,2,0,,X,X,X,X,,X,X,X,,X,X,X,,,X,,,,X,,X,,,,,,,,,,X,X,X,X,X,,22,0,0,50,300,2,,,False
6952132,RESIDENCE MICHELET DE LATTRE,43.2412723292935,5.41140923796145,80,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,0,,X,X,X,X,,X,,X,,X,X,X,,X,X,X,,,X,,X,,,,,,,,,,X,,,,,,0,0,0,20,0,2,,,False
6953976,<!-- react-text: 236 -->Charmant rez de Jardin Marseille<!-- /react-text -->,43.2915132660359,5.38827822312442,115,MARSEILLE,13,Appartement,3,Logement entier,6,2,3,3,,X,X,X,X,,,X,X,X,X,X,,,,X,,,,,,X,,,,,,,,,,,,,,,,5,5,0,50,800,4,Cat(s),,True
6955017,<!-- react-text: 186 -->Super chambres de passage<!-- /react-text -->,43.2821226951938,5.38561739190578,65,MARSEILLE,13,Appartement,2,Chambre privee,4,1,1,2,,X,,,X,,X,,X,,,X,X,,,X,,,,,,,,,,,,,,,,X,,,,,,0,0,15,0,500,1,,,True
6961247,APPART T4 PRADO PLAGE MARSEILLE,43.2696972363383,5.38539480116049,120,MARSEILLE,13,Appartement,3,Logement entier,6,1,3,0,,X,X,X,X,,X,,X,,,X,X,,X,,,,X,X,,X,,,,,,X,,,X,X,,,,,,8,15,0,50,500,3,,,False
6963077,Single room,43.3010247943695,5.36831379497906,38,MARSEILLE,13,Appartement,2,Chambre privee,1,1,1,0,,,X,,X,,X,X,,,,X,,,,,,,,X,,X,,,,,,X,,,,X,,X,,,X,0,0,0,8,0,1,,,False
6963363,<!-- react-text: 193 -->studio marseille<!-- /react-text -->,43.2968307267099,5.36830895675236,50,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Canape convertible,X,,,X,,,,X,,,X,X,,X,,,,,,,,,,,,,,,,,X,,,,,,15,15,0,0,0,1,,,True
6963537,<!-- react-text: 193 -->T3 entre la gare et la canebiere<!-- /react-text -->,43.2988983481045,5.38162414263345,40,MARSEILLE,13,Appartement,3,Logement entier,4,1,2,2,,X,,,X,,X,,X,,,X,,,,X,,,,,,,,,,,,,,,,X,,,,,,29,29,7,10,300,2,,,True
6963736,Grande chambre avec spa de nage,43.2832316444644,5.37572679483296,70,MARSEILLE,13,Maison,2,Chambre privee,4,1,1,2,,X,X,X,X,,X,,X,X,X,X,,,,X,,,,,,X,,X,X,,X,,X,X,X,X,,,X,,,0,0,30,0,500,1,,,True
6965396,T3/4 au coeur de Marseille!,43.2942784111408,5.38123946261512,85,MARSEILLE,13,Appartement,3,Logement entier,6,1,3,0,,X,X,X,,,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,0,0,5,30,100,2,,,False
6970886,<!-- react-text: 193 -->Appartement cosy type loft<!-- /react-text -->,43.2829919544098,5.37953435523451,60,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,2,,X,X,X,X,,X,,X,,,X,,,,X,,,,,,X,,,,,,,,X,,,,,,,,0,0,10,30,500,2,,,True
6977594,Prefecture grd T6 de 150m² + terrasse 70m²,43.2904768219973,5.37795456512864,120,MARSEILLE,13,Appartement,3,Logement entier,8,1,4,6,,X,X,X,X,,X,,X,,,X,X,,,X,,,,X,,X,,,,,,X,X,X,X,X,,,X,X,,0,0,15,80,550,4,,,True
6977808,<!-- react-text: 229 -->Une Chambre Comfortable<!-- /react-text -->,43.2967889082034,5.39435657839483,20,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,1,Vrai lit,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,True
6981611,Chambre,43.3048557834125,5.38106020724368,25,MARSEILLE,13,Appartement,2,Chambre privee,2,1,1,0,,X,X,,X,,X,,,,X,X,,,,X,,,,X,,X,,,,,,X,X,X,X,X,,X,,,,10,30,0,0,0,1,Chat(s),,False
6983217,<!-- react-text: 236 -->charmant apartement vue Notre dame<!-- /react-text -->,43.2842361522128,5.38212204172451,57,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,1,Vrai lit,X,X,,,,,X,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,15,15,50,0,150,1,,,True
6983496,Studio,43.2976960302049,5.3857700260342,40,MARSEILLE,13,Appartement,3,Logement entier,2,1,1,0,Vrai lit,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,False
6988768,Palais Longchamp,43.3006124627309,5.3956858137218,50,MARSEILLE,13,Appartement,3,Logement entier,4,1,1,0,,X,X,,X,,X,,X,,,X,,,X,X,X,,,,,,,,,,,,,,,X,X,,,X,,14,28,0,0,100,1,,,False
